hash,timestamp,input_addresses,input_values,output_addresses,output_values,fee
5cc564cbc17e1fbb5fdf8b3cdf48f419f6637ab077b8dc22c02e2f73f3e51387,1660257008,['ff8a819983da0347822f41373d5b420096'],[7.13723774],"['9a018fe47bbcea4e3d5d87809cdda62edd', '79d297eef1cf3d8774bcb368343c694646', '1797ecd4fa318ff79ec34284ee4c2c79a3']","[1.43781062, 2.41916965, 3.25617621]",0.02408126
fd64fd5c3e89b22470310c391488ca679882b27945b05696fa5c52584c34bb46,1641603367,['79e057e7c7bf08ad69ef2ce4489b8d4c94'],[5.33114574],['5e52bae29d5cb1778a595a48de72f2d5a9'],[5.28154001],0.04960573
4f0a9cb65efc4d83eaf94b21a1440d189799fadf0c6f1c1b1af0cc56bbfd3c4a,1645537593,['6ff8f273448452717d34fc1e52782e0fb9'],[1.81057891],"['3a6b144850eb872701016b1fe27dea1d3a', '25ad779ecc8a52452c6cd55a06c7077e2f']","[0.67910587, 1.12789479]",0.00357825
af75a2513feea26593d8be1276ef186d954f48ba49bc96a11dc61f4c57eb5767,1650510394,"['91f08b465a667efc5c072dd7f04774957a', '2bbad5aea55dc62bdb06d74b9f61fa1a23']","[6.97479673, 1.95275074]","['47245a9493c4711c9d5dfd4148bd2bbe98', 'd5cee50d9e3bc7edd430af4ddf8f8bb74d', 'd0a1e61d208a7ad27ffe2f608a2aaef810', '3a6b144850eb872701016b1fe27dea1d3a', 'fe6cbd217a8ca1f785a59b9ee2c2bfaccd']","[1.5796914, 1.65477568, 0.64128991, 1.32790429, 3.65951529]",0.0643709
2f6ff4d2cc4bfb4894f5ad03cef0efaf1e3f6c9cc94331d051bd04d002ad5f16,1654271072,['2a2a7fb8b00d4a96bc95edf83df1e54c91'],[8.54451461],"['7855ec65b9a969ea8a7395a88d1cc64c7c', 'a9919070c7c9d08305e9fd931e3c6174f9']","[1.82688496, 6.68647589]",0.03115376
31cff6e8f9a41fd91ac8ec96613426573e20b03a19659509a523f780b971b3bd,1661478879,['0eb36b509f25ea04e59cb4c1ecd0db10f5'],[1.13765042],"['fd7a26ee53f6c8ce27700243dad0139314', 'a9919070c7c9d08305e9fd931e3c6174f9', '4e926ac417eb42b65fe9e64dbd31f56082', 'b09dde30f46de2e6506dc9178290a4a4ab']","[0.42760309, 0.11464326, 0.16639364, 0.42007263]",0.0089378
7119381c30620bef7ffda934229760a83232bfe3075bddc8ee890a821fa601e1,1651888762,"['6bbd2f139c323bec2a693901bd24a38bbc', 'a9919070c7c9d08305e9fd931e3c6174f9']","[4.01571492, 1.11886029]",['c1e8eb438104d0d73d6515f0cb9328960a'],[5.10640253],0.02817268
5e1498bc2a703cbf4de6853e9ee45610aa9847ac715320f9c69341d95dbde3fa,1653437164,['25ad779ecc8a52452c6cd55a06c7077e2f'],[2.26232957],"['47245a9493c4711c9d5dfd4148bd2bbe98', '2a2a7fb8b00d4a96bc95edf83df1e54c91', 'fd7a26ee53f6c8ce27700243dad0139314', '7855ec65b9a969ea8a7395a88d1cc64c7c', 'ed1ec93bc5f7c38aaf80e9029dda699088']","[0.71426759, 0.51594477, 0.49466123, 0.16974881, 0.34780734]",0.01989983
1c2f9feb02b9311b37d81e0b0544179b5bcc03844f6a1fe16825cbe57c01ee37,1648286723,['393bc9d4842d5756675fc894ffbc796e31'],[8.29739512],"['13d8c2e0bd2bed329842792eb92de852ab', '68e1fda7b52b463e4759123487f804aff5', 'b09dde30f46de2e6506dc9178290a4a4ab', '6fec691f29e4d18a4f8ea654e2e0053567', '2bbad5aea55dc62bdb06d74b9f61fa1a23']","[3.15223959, 1.75845295, 1.58332289, 0.64027218, 1.11363643]",0.04947108
347103e7bd2a201434ef22ad88a3646c0125eca5758198d98b95cb76d925536c,1661333181,['2a2a7fb8b00d4a96bc95edf83df1e54c91'],[5.31732792],"['9a018fe47bbcea4e3d5d87809cdda62edd', 'ff8a819983da0347822f41373d5b420096']","[2.44041169, 2.86462457]",0.01229166
f335fd8b0a56da7e35376723698e9d1c26a951d5a1d2b2e9da96db0b2af46387,1659285403,"['6a9511170edc5eecc468e0c2fdecb291db', 'fe6cbd217a8ca1f785a59b9ee2c2bfaccd', 'a9919070c7c9d08305e9fd931e3c6174f9']","[5.41802443, 3.15772064, 0.80746387]","['5e52bae29d5cb1778a595a48de72f2d5a9', '6fec691f29e4d18a4f8ea654e2e0053567']","[2.18678151, 7.16830031]",0.02812712
634568c66c40ec242fa6b60ed53b5bba6791805e7db9b75b285bf8c61ba977ac,1660935519,"['ab0376b34514579545eeaa7305def8e982', 'be93b441ae5d0c8c205aa3c90cfbf4a106', 'fd7a26ee53f6c8ce27700243dad0139314']","[9.26678115, 5.81191679, 4.61683931]","['be93b441ae5d0c8c205aa3c90cfbf4a106', 'b20fbdd2d12a4448a195afeef127fdec58', 'bcd094b14e224bde0da4a0b9ee8a0ca2c9']","[3.54253016, 4.0244017, 12.01578162]",0.11282377
4fd1cc6b184974fab7d7a39332deee8b30d23b21972e25806e1372167bd35fb4,1653890991,"['fe6cbd217a8ca1f785a59b9ee2c2bfaccd', 'a9919070c7c9d08305e9fd931e3c6174f9', 'edba6a897a08174dff262541e7c1ea1e8e']","[9.95681709, 7.39481573, 8.69899984]",['d5cee50d9e3bc7edd430af4ddf8f8bb74d'],[26.0090515],0.04158116
1c8f50cd554e365f6747bc54e4f89c94f00875a9462a88f30dacff15e22c747a,1644609939,['ff8a819983da0347822f41373d5b420096'],[5.45039621],"['bcd094b14e224bde0da4a0b9ee8a0ca2c9', '7855ec65b9a969ea8a7395a88d1cc64c7c', '79e057e7c7bf08ad69ef2ce4489b8d4c94', '25ad779ecc8a52452c6cd55a06c7077e2f']","[0.54525538, 1.10628659, 0.39303834, 3.37058846]",0.03522744
b8933f0381dfe4e2594a2cd6fc73942e519c990afd51817ebb4d6e060954143d,1666943623,"['da9187e05ef31399e0d9fab638b27c5274', '16b61b7f72cd5053133e401ee505394839', 'd4c4ad3d656b9e92d8449f56d169a6e2d2']","[6.05117132, 5.048742, 3.67720919]","['9256269171ceae1b8b69fee900540c0972', '2a2a7fb8b00d4a96bc95edf83df1e54c91', '5e52bae29d5cb1778a595a48de72f2d5a9']","[5.75950152, 1.42598719, 7.49551488]",0.09611892
a68ac5c9171058707123f59990ddecc773cd080867890fa950064e907b05eb61,1648990889,['2a2a7fb8b00d4a96bc95edf83df1e54c91'],[2.17948679],"['da9187e05ef31399e0d9fab638b27c5274', '393bc9d4842d5756675fc894ffbc796e31']","[0.36398987, 1.80575741]",0.00973951
cb91d041237d879069e97bff368ad3eafab3712bc7685de240e133ea8db8832e,1646175667,['68e1fda7b52b463e4759123487f804aff5'],[9.65089478],"['da9187e05ef31399e0d9fab638b27c5274', '53ff7b447233e9d476a16fbf58c2058ef1', '91f08b465a667efc5c072dd7f04774957a', 'ff8a819983da0347822f41373d5b420096']","[1.19776922, 2.88396803, 0.54911854, 4.9238535]",0.09618549
5115912cd9d4c80b3e4f7fbcfe6ddf82a6b0dc3a5f1d1b0e2f1c98d9c310afd9,1654894140,"['9bc16796957df78a5e2d9bc409ef51209b', 'b2b49736ee87009127015fe72f83fef554']","[2.72847223, 1.7653642]","['47245a9493c4711c9d5dfd4148bd2bbe98', '13d8c2e0bd2bed329842792eb92de852ab', 'eb7db1ddf46461e26cd8500ea0c8fc6b7a']","[1.43287223, 1.24191961, 1.78878463]",0.03025996
3d8b4b02af32172460b15b11c6226b308b790dfbcdfdadfaa0be6228aebc49c2,1671853358,"['d5cee50d9e3bc7edd430af4ddf8f8bb74d', 'acca461c3fcc37bbb3255cae84336855a3', 'fe6cbd217a8ca1f785a59b9ee2c2bfaccd']","[0.24051433, 2.04884726, 8.58196587]","['acca461c3fcc37bbb3255cae84336855a3', '3cac2601f46cb8587412ae7880f6495b2a', '4989cd7274f46860b01c65d2d4ea9f0d33', 'bcd094b14e224bde0da4a0b9ee8a0ca2c9', 'da9187e05ef31399e0d9fab638b27c5274']","[4.48550081, 0.99144932, 1.61882646, 0.51751624, 3.18286575]",0.07516888
9ec784d51e38feba0c3c31f06a59525bf7b813e722066dd254aafe205976b80f,1657445037,"['be93b441ae5d0c8c205aa3c90cfbf4a106', 'ed1ec93bc5f7c38aaf80e9029dda699088', 'd0a1e61d208a7ad27ffe2f608a2aaef810']","[8.26941222, 1.00950573, 3.52141347]","['9256269171ceae1b8b69fee900540c0972', 'bcd094b14e224bde0da4a0b9ee8a0ca2c9', '7855ec65b9a969ea8a7395a88d1cc64c7c']","[4.70141664, 2.55189747, 5.51432819]",0.03268912
2ed89b13743770da43cdec708e4d8cc9dbd35083646a8d653709608117556021,1645871393,"['edba6a897a08174dff262541e7c1ea1e8e', 'b2b49736ee87009127015fe72f83fef554']","[0.83488482, 3.79896776]","['eb7db1ddf46461e26cd8500ea0c8fc6b7a', 'c1e8eb438104d0d73d6515f0cb9328960a']","[0.93564664, 3.68299048]",0.01521546
2490ecae8c44f4414b9a9058b7f2712bd85a640c4b7007a8f7e40ae4ef4e97d4,1651538475,"['16b61b7f72cd5053133e401ee505394839', 'ab0376b34514579545eeaa7305def8e982', '393bc9d4842d5756675fc894ffbc796e31']","[0.12470681, 0.12682035, 0.65436017]","['1797ecd4fa318ff79ec34284ee4c2c79a3', '7855ec65b9a969ea8a7395a88d1cc64c7c']","[0.31992497, 0.58176228]",0.00420008
3b6ff190c5b1f77edd75b044be90202bdf5d9b39445a8cce2afd97b38a9a2fe8,1649812316,"['7855ec65b9a969ea8a7395a88d1cc64c7c', 'acca461c3fcc37bbb3255cae84336855a3', '6fec691f29e4d18a4f8ea654e2e0053567']","[6.12942119, 3.39554255, 5.93536151]","['2a2a7fb8b00d4a96bc95edf83df1e54c91', 'a9919070c7c9d08305e9fd931e3c6174f9', '877c862bc520673f290192e91109c3d175']","[6.64167896, 1.98378052, 6.80299619]",0.03186958
6f3ccf0ac68e660cb8396612e356194a2d84f0bb9a9e3413f26f2cdc46436879,1641008587,['7855ec65b9a969ea8a7395a88d1cc64c7c'],[8.25214348],"['da9187e05ef31399e0d9fab638b27c5274', 'edba6a897a08174dff262541e7c1ea1e8e']","[3.37352228, 4.82656941]",0.05205179
d561bd34979459e4196522e42c8d217af650e3bb222546c0e237a6410e6fb85a,1659944358,['79d297eef1cf3d8774bcb368343c694646'],[1.75188808],"['f450c507b27979779004cd5ab0239cf1db', 'a9919070c7c9d08305e9fd931e3c6174f9']","[0.64723601, 1.10234969]",0.00230238
1b27fde809efa71f4b80d6e4799ea23c97073253413c46677192782a9c74f3cc,1650100208,['bcd094b14e224bde0da4a0b9ee8a0ca2c9'],[4.90163154],"['47245a9493c4711c9d5dfd4148bd2bbe98', 'edba6a897a08174dff262541e7c1ea1e8e']","[1.77194791, 3.11115108]",0.01853255
af7c4feb61f5f29c8ea6d0a829125e5465f7a75717e352012877f9e3fc14548e,1655237686,"['3aa0379c63bed513d15e74b6b696fb883f', 'f450c507b27979779004cd5ab0239cf1db', 'acca461c3fcc37bbb3255cae84336855a3']","[6.48209401, 6.60060642, 7.31760906]","['6a9511170edc5eecc468e0c2fdecb291db', 'd5cee50d9e3bc7edd430af4ddf8f8bb74d', '877c862bc520673f290192e91109c3d175', '68e1fda7b52b463e4759123487f804aff5']","[3.01262941, 7.79063542, 1.20506557, 8.30150056]",0.09047853
6830e035052b5a57bd4d3a26d9f2c364c53a4d324ff0a1e0b9f11fb8a8faa735,1660147595,"['877c862bc520673f290192e91109c3d175', '4989cd7274f46860b01c65d2d4ea9f0d33', 'fd7a26ee53f6c8ce27700243dad0139314']","[8.45928124, 1.30824397, 8.00823615]","['bcd094b14e224bde0da4a0b9ee8a0ca2c9', '1797ecd4fa318ff79ec34284ee4c2c79a3', 'd4c4ad3d656b9e92d8449f56d169a6e2d2', 'ed1ec93bc5f7c38aaf80e9029dda699088', '2a2a7fb8b00d4a96bc95edf83df1e54c91']","[2.82247841, 3.63067038, 1.44051721, 1.86355229, 7.92510574]",0.09343733
19e78d64f0abac2a06393a0343a0bf4a578916b99202912d9122710fa100b9bf,1649852613,"['c1e8eb438104d0d73d6515f0cb9328960a', '6bbd2f139c323bec2a693901bd24a38bbc']","[8.46184671, 3.94848142]",['4e926ac417eb42b65fe9e64dbd31f56082'],[12.36428007],0.04604806
d2b0a1eef3e279feb3e653f3dde07e33128094c0d56b31056613f9dce5d5a450,1662700004,"['5e52bae29d5cb1778a595a48de72f2d5a9', '4989cd7274f46860b01c65d2d4ea9f0d33', '79e057e7c7bf08ad69ef2ce4489b8d4c94']","[1.61063968, 2.58884128, 0.60501317]","['6fec691f29e4d18a4f8ea654e2e0053567', '25ad779ecc8a52452c6cd55a06c7077e2f', '79d297eef1cf3d8774bcb368343c694646']","[1.75698294, 1.12648122, 1.90656823]",0.01446174
afaeecbbe43057c9493cb26d01be009d0fc531a404d62468e5cb14bc3b6f2a87,1646476818,"['877c862bc520673f290192e91109c3d175', '79e057e7c7bf08ad69ef2ce4489b8d4c94']","[3.59365205, 4.08079181]",['877c862bc520673f290192e91109c3d175'],[7.65740488],0.01703898
7c0e6fd34f1f548fc4157963ceb07dd67f34a7e43e0fb441a09d5c747c4984ca,1642872970,['e81b356c8a0b30e4900aa82827e047b8ee'],[4.3465036],['da9187e05ef31399e0d9fab638b27c5274'],[4.30602996],0.04047364
b8a9f4ecc2a03bb1de8242464e72132b305b17916142deaffa4cb3b30b410ea5,1641178665,['eb7db1ddf46461e26cd8500ea0c8fc6b7a'],[4.78259151],"['b09dde30f46de2e6506dc9178290a4a4ab', '6a9511170edc5eecc468e0c2fdecb291db', 'fd7a26ee53f6c8ce27700243dad0139314', '4e926ac417eb42b65fe9e64dbd31f56082', 'acca461c3fcc37bbb3255cae84336855a3']","[1.56767286, 1.20713556, 0.51761214, 0.43308973, 1.02650807]",0.03057315
e5ccb1041cbe0e60f8b49d71fd9511ae61b7e6d5c146d47bf4ebfd17320fa34c,1647885504,"['3aa0379c63bed513d15e74b6b696fb883f', '9256269171ceae1b8b69fee900540c0972']","[7.33620522, 6.06754389]","['ed1ec93bc5f7c38aaf80e9029dda699088', '3cac2601f46cb8587412ae7880f6495b2a', '16b61b7f72cd5053133e401ee505394839', 'e81b356c8a0b30e4900aa82827e047b8ee']","[3.80302064, 2.83743089, 2.38600946, 4.26326518]",0.11402294
27ad48362a7dfa0905925792b81fc9538025da9fd3f6cea21089cf12f9c90266,1658166705,"['e81b356c8a0b30e4900aa82827e047b8ee', 'f450c507b27979779004cd5ab0239cf1db']","[6.55977065, 2.2971779]","['ed1ec93bc5f7c38aaf80e9029dda699088', 'bcd094b14e224bde0da4a0b9ee8a0ca2c9', 'ab0376b34514579545eeaa7305def8e982']","[2.99553059, 2.03094613, 3.80917301]",0.02129882
16227ed7964d7858d889154a9c6f3cfbfe566e766a1d2c38f60e85d95b8f519a,1670721397,['68e1fda7b52b463e4759123487f804aff5'],[1.48395892],"['fe6cbd217a8ca1f785a59b9ee2c2bfaccd', 'fd7a26ee53f6c8ce27700243dad0139314', 'eb7db1ddf46461e26cd8500ea0c8fc6b7a', 'f450c507b27979779004cd5ab0239cf1db', '7855ec65b9a969ea8a7395a88d1cc64c7c']","[0.42893602, 0.10964933, 0.33392141, 0.08564004, 0.51670058]",0.00911154
1e22a671096346ac01ecc14577cc2af9134cf314131e98a119be8cc7bd0cc114,1661614834,"['da9187e05ef31399e0d9fab638b27c5274', '4e926ac417eb42b65fe9e64dbd31f56082', '877c862bc520673f290192e91109c3d175']","[9.72714181, 1.93094932, 9.98108773]","['fe6cbd217a8ca1f785a59b9ee2c2bfaccd', '9bc16796957df78a5e2d9bc409ef51209b', 'b20fbdd2d12a4448a195afeef127fdec58']","[2.44955622, 6.78146452, 12.34647697]",0.06168115
be327dfbf9b603748ffa159d8f9899f17e1a0c5ef6049655297ca979a4d09aea,1649490150,"['b20fbdd2d12a4448a195afeef127fdec58', '9bc16796957df78a5e2d9bc409ef51209b']","[1.64028479, 8.88935784]","['3aa0379c63bed513d15e74b6b696fb883f', '68e1fda7b52b463e4759123487f804aff5', 'acca461c3fcc37bbb3255cae84336855a3', 'b2b49736ee87009127015fe72f83fef554']","[2.23929321, 2.33062765, 2.07985915, 3.81105118]",0.06881144
7d72fc3014c58ab562731b2ef4a14be0e345b628034722dd5abc5337aa3538ec,1665107279,"['da9187e05ef31399e0d9fab638b27c5274', '3aa0379c63bed513d15e74b6b696fb883f', '6a9511170edc5eecc468e0c2fdecb291db']","[5.58415533, 5.02959566, 4.66058536]","['2bbad5aea55dc62bdb06d74b9f61fa1a23', 'd4c4ad3d656b9e92d8449f56d169a6e2d2', 'fd7a26ee53f6c8ce27700243dad0139314']","[4.97914339, 1.23988169, 9.0309866]",0.02432467
8e88eedc45e3edd103b32c99b887e7ca22367a55435c39d0a9cb19d873cbb8d6,1670224438,['79d297eef1cf3d8774bcb368343c694646'],[1.34438019],"['6fec691f29e4d18a4f8ea654e2e0053567', '9256269171ceae1b8b69fee900540c0972', '3cac2601f46cb8587412ae7880f6495b2a', 'f450c507b27979779004cd5ab0239cf1db']","[0.5552873, 0.11552431, 0.28698723, 0.3774068]",0.00917455
2b910f67a4b32de03b5c5ba5b7f51a52237b790f110a89d8c2665e48cde48291,1671043961,"['5e52bae29d5cb1778a595a48de72f2d5a9', 'c1e8eb438104d0d73d6515f0cb9328960a']","[9.82032198, 2.04414784]","['ff8a819983da0347822f41373d5b420096', '68e1fda7b52b463e4759123487f804aff5', '79e057e7c7bf08ad69ef2ce4489b8d4c94']","[5.22793264, 1.1813561, 5.38151891]",0.07366217
33332c30756be4eebc23f7e5e1d52d51604c18bb5dce0350f76a3938ec5d3ee2,1661777155,"['bcd094b14e224bde0da4a0b9ee8a0ca2c9', '5e52bae29d5cb1778a595a48de72f2d5a9', 'be93b441ae5d0c8c205aa3c90cfbf4a106']","[5.43505728, 9.79536531, 6.98434693]","['eb7db1ddf46461e26cd8500ea0c8fc6b7a', '6bbd2f139c323bec2a693901bd24a38bbc', '47245a9493c4711c9d5dfd4148bd2bbe98', 'bcd094b14e224bde0da4a0b9ee8a0ca2c9']","[10.9263797, 3.40628244, 2.97767885, 4.80676015]",0.09766838
b205365f6ca615229ec61027b473740299bc74249074550e2aab2304a822d8f9,1644092112,['d4c4ad3d656b9e92d8449f56d169a6e2d2'],[3.22213792],"['79d297eef1cf3d8774bcb368343c694646', 'ed1ec93bc5f7c38aaf80e9029dda699088', 'e81b356c8a0b30e4900aa82827e047b8ee', '6a9511170edc5eecc468e0c2fdecb291db']","[0.81133859, 1.05306436, 0.41911348, 0.92697972]",0.01164177
e919ff94c9188907f4c4916cd520aa3879c86f581015af63046cd3ffc7947a0f,1642461326,"['b09dde30f46de2e6506dc9178290a4a4ab', '79d297eef1cf3d8774bcb368343c694646', '877c862bc520673f290192e91109c3d175']","[9.20682153, 7.431125, 9.52202172]","['1797ecd4fa318ff79ec34284ee4c2c79a3', 'fe6cbd217a8ca1f785a59b9ee2c2bfaccd', '3a6b144850eb872701016b1fe27dea1d3a']","[4.84881549, 8.49384231, 12.72809187]",0.08921858
cb85eaa88a7f8818f7e84ac395d0e41c5449a1321d991534d6ba79ed56f94f6b,1660665033,"['ed1ec93bc5f7c38aaf80e9029dda699088', '25ad779ecc8a52452c6cd55a06c7077e2f']","[0.16812176, 9.13867762]",['ed1ec93bc5f7c38aaf80e9029dda699088'],[9.21999271],0.08680667
20c8bf2d3c75b374e5458ce533d1cfd3125c6e6ad4e24c67c4f8b753102df363,1648379519,"['3aa0379c63bed513d15e74b6b696fb883f', 'bcd094b14e224bde0da4a0b9ee8a0ca2c9']","[1.31682406, 5.79869123]","['b20fbdd2d12a4448a195afeef127fdec58', '877c862bc520673f290192e91109c3d175', '91f08b465a667efc5c072dd7f04774957a']","[1.3542051, 2.40092709, 3.34177042]",0.01861268
85912cdb430fe09dd7271eca349cc168bc2cfdb18a1c084e9be36208d4856987,1649542515,"['eb7db1ddf46461e26cd8500ea0c8fc6b7a', '4989cd7274f46860b01c65d2d4ea9f0d33']","[5.01445162, 8.16723258]",['fe6cbd217a8ca1f785a59b9ee2c2bfaccd'],[13.12895145],0.05273275
b069dc4e5b3484a4cc597a0a9dc3d7612eae5288ce913f4f1d775e8bfebdd3fc,1660718219,['877c862bc520673f290192e91109c3d175'],[1.73790151],"['f450c507b27979779004cd5ab0239cf1db', '4e926ac417eb42b65fe9e64dbd31f56082', '1797ecd4fa318ff79ec34284ee4c2c79a3', '9a018fe47bbcea4e3d5d87809cdda62edd']","[0.38748169, 0.45601879, 0.37609921, 0.50980245]",0.00849937
7ac47938dc58035921459f5c7b34c8b18bfa96a0ba6cf3b91a0247a9409f4710,1644101741,"['3a6b144850eb872701016b1fe27dea1d3a', '91f08b465a667efc5c072dd7f04774957a', '2a2a7fb8b00d4a96bc95edf83df1e54c91']","[2.75116595, 0.7067537, 7.03018515]",['9256269171ceae1b8b69fee900540c0972'],[10.46070137],0.02740343
a703b3b9c41bb87d3ade42cf1d78c0c8f9815901605d9d3fbe5d6043c3c7acec,1659779070,"['fe6cbd217a8ca1f785a59b9ee2c2bfaccd', '9bc16796957df78a5e2d9bc409ef51209b', '877c862bc520673f290192e91109c3d175']","[1.4352852, 1.1855912, 3.59733857]","['16b61b7f72cd5053133e401ee505394839', '25ad779ecc8a52452c6cd55a06c7077e2f', 'eb7db1ddf46461e26cd8500ea0c8fc6b7a', 'fd7a26ee53f6c8ce27700243dad0139314', '91f08b465a667efc5c072dd7f04774957a']","[2.76826642, 1.11374765, 0.27274665, 0.89028217, 1.13626553]",0.03690655
58be5cdfbb681e93c971cf79195c4ce75a4683fd4cbd1e3477f82bd3dfde1c8f,1655155481,"['68e1fda7b52b463e4759123487f804aff5', 'acca461c3fcc37bbb3255cae84336855a3', '877c862bc520673f290192e91109c3d175']","[0.61506794, 5.61643535, 7.87840038]","['68e1fda7b52b463e4759123487f804aff5', '2bbad5aea55dc62bdb06d74b9f61fa1a23', 'eb7db1ddf46461e26cd8500ea0c8fc6b7a']","[5.55432523, 4.16398877, 4.33149735]",0.06009232
1eda3a613a20ace325f2d963e1df0c07f7b1a6205c3730683054dc82753c37ee,1654411449,['25ad779ecc8a52452c6cd55a06c7077e2f'],[8.89748066],['ed1ec93bc5f7c38aaf80e9029dda699088'],[8.87866708],0.01881358
e896f777b0c9d5679425224f9dfaf004a1d30dd2b32f47b1735bcd8f03898841,1642250609,"['a9919070c7c9d08305e9fd931e3c6174f9', '16b61b7f72cd5053133e401ee505394839', 'b09dde30f46de2e6506dc9178290a4a4ab']","[3.35619212, 3.00057694, 3.3699615]","['3cac2601f46cb8587412ae7880f6495b2a', '25ad779ecc8a52452c6cd55a06c7077e2f', 'fe6cbd217a8ca1f785a59b9ee2c2bfaccd', 'eb7db1ddf46461e26cd8500ea0c8fc6b7a']","[4.03333183, 1.31925253, 1.47479459, 2.80426912]",0.09508249
c2c02eb2409198150717da38ee3b3a79570015bdc36ca35763f73bb3932548db,1647537848,['7855ec65b9a969ea8a7395a88d1cc64c7c'],[0.11895388],"['6a9511170edc5eecc468e0c2fdecb291db', '4989cd7274f46860b01c65d2d4ea9f0d33', '6ff8f273448452717d34fc1e52782e0fb9', '9bc16796957df78a5e2d9bc409ef51209b']","[0.03312708, 0.03780102, 0.0048977, 0.04286778]",0.0002603
