txId,blockHash,blockHeight,timestamp,inputAddresses,outputAddresses,amount,fee,senderAddress,recipientAddress,transactionType
0d836b2426c24e36a97b5689cf51b027,00000000041810418650fb9bcc2540423ed55a9c05fc72ef0df79875ce42977d,613161,2020-09-04T09:21:16Z,"""3EktnHQD7RiAE6uzMj2ZifT9YgRrkSgzQX""","""16ftSEQ4ctQFDtVZiUBusQUjRrGhM3JYwe""",9.61649417,0.00095141,3EktnHQD7RiAE6uzMj2ZifT9YgRrkSgzQX,16ftSEQ4ctQFDtVZiUBusQUjRrGhM3JYwe,standard
ac3bded8a38b490c9e6940237c6754af,0000000000000000005a10ea105e6c671f95a1dff2e27d39780c31d2d4795656,610743,2022-11-15T22:49:44Z,"""1GBD9RJv2zQJQTMgJNfJ4qGBjKxFFWDYjS""","""3KJrsjfg1dD6CrsTeHdHVH3KqMgvUUdEEf""",4.10165295,0.00063671,1GBD9RJv2zQJQTMgJNfJ4qGBjKxFFWDYjS,3KJrsjfg1dD6CrsTeHdHVH3KqMgvUUdEEf,standard
86f8b0c2df3e4d15adf40b7c41b42f97,000000000000000093634eefeb8e063074b46cc42fb3d66efce390f1bc20a886,613574,2023-06-11T03:32:25Z,"""3FZbgi29cpjq2GjdwV8eyHuJJnkLtktZc5""","""bc1qy6tzs4xfglu88l0l532cusvn37lykxr3e2ewm3vnmjl5g7dkddvsc9hf5y""",8.90141024,9.791e-05,3FZbgi29cpjq2GjdwV8eyHuJJnkLtktZc5,bc1qy6tzs4xfglu88l0l532cusvn37lykxr3e2ewm3vnmjl5g7dkddvsc9hf5y,standard
41541a38ccf14d50a5fa57e59a3a9b81,0000000000004e68f64a68c3ee260dffb055a5ae2080d07a37c61e15621f8b40,611142,2020-08-15T05:32:40Z,"""1GBD9RJv2zQJQTMgJNfJ4qGBjKxFFWDYjS""","""bc1qw508d6qejxtdg4y5r3zarvary0c5xw7kv8f3t4""",9.49996497,0.000677,1GBD9RJv2zQJQTMgJNfJ4qGBjKxFFWDYjS,bc1qw508d6qejxtdg4y5r3zarvary0c5xw7kv8f3t4,standard
34892a205e844ecc80cc4a25f778e6f7,00000000d8fa325a0fdbcaafafcb16aab623b9cf5770a893d7165c1b5526743a,611611,2022-05-23T18:17:07Z,"""bc1qwz46zdqspuzjnn8c9fdd4xdz3hl3pplefcv5rsh36fya8zkzrmuq0v9dvr""","""bc1qgl7h3v4kgenvr3mcx50tse3tpds8njtsjncvvk""",4.52135741,0.00029213,bc1qwz46zdqspuzjnn8c9fdd4xdz3hl3pplefcv5rsh36fya8zkzrmuq0v9dvr,bc1qgl7h3v4kgenvr3mcx50tse3tpds8njtsjncvvk,standard
597c2e4936aa447ea978f7b3c84eb36f,00000000000eca83ddb5bfcda10e20119ac16b528913e34c9e273a5f3756b921,613410,2020-01-11T04:51:54Z,"""bc1q6rq97hvn08r5v77c9tt58xl8qtpntd60chwq5lz75rhqyr55y4esypf3wd""","""3PzDUfeWDx92XP6KvoB83XyMzJU9xVLiwA""",1.15290896,0.00041357,bc1q6rq97hvn08r5v77c9tt58xl8qtpntd60chwq5lz75rhqyr55y4esypf3wd,3PzDUfeWDx92XP6KvoB83XyMzJU9xVLiwA,standard
332f35d093464dd6969ca3bc7b70e451,000000000000000000fb151d1361e2484a27169082b663580ae733743edd0502,613613,2022-05-03T12:50:58Z,"""bc1qt9al9swgzsdw6kjlncxldgcxgmaae9j4u27hr3f6hhy8hjc5p8ash8zj0n""","""bc1q7cy3c0328dlvx2zxwxrjwcslmdmjdpkn6nadv2nk0x73vspgdadsk94fjd""",1.40502251,0.00017129,bc1qt9al9swgzsdw6kjlncxldgcxgmaae9j4u27hr3f6hhy8hjc5p8ash8zj0n,bc1q7cy3c0328dlvx2zxwxrjwcslmdmjdpkn6nadv2nk0x73vspgdadsk94fjd,standard
8aa43c3c77094d90ab21c32df43b8444,000000000000000000d50a748d52e2af8919ae13d006b88c213f0516346f406a,611696,2021-10-20T23:13:19Z,"""bc1qxy2kgdygjrsqtzq2n0yrf2493p83kkfjhx0wlh""","""bc1qwz46zdqspuzjnn8c9fdd4xdz3hl3pplefcv5rsh36fya8zkzrmuq0v9dvr""",7.31381466,0.00082709,bc1qxy2kgdygjrsqtzq2n0yrf2493p83kkfjhx0wlh,bc1qwz46zdqspuzjnn8c9fdd4xdz3hl3pplefcv5rsh36fya8zkzrmuq0v9dvr,standard
3ada9374d3a245569ddf77054d52d70c,0000000000000000c7501beef4a6014b73b0088c47a728d865a4d562a76fc13d,612222,2023-10-07T15:36:04Z,"""3LCGsSmfr24demGvriN4e3ft8wEcDuHFqh""","""bc1qar0srrr7xfkvy5l643lydnw9re59gtzzwf5mdq""",1.19576274,0.00071906,3LCGsSmfr24demGvriN4e3ft8wEcDuHFqh,bc1qar0srrr7xfkvy5l643lydnw9re59gtzzwf5mdq,standard
282cb6efae3945e9b4ea973e8f7736d7,0000000000000000fe9a2f53b03eec4b073290cf09feed3f992111cc471ba55f,612265,2020-09-30T23:15:19Z,"""bc1qt9al9swgzsdw6kjlncxldgcxgmaae9j4u27hr3f6hhy8hjc5p8ash8zj0n""","""bc1qy6tzs4xfglu88l0l532cusvn37lykxr3e2ewm3vnmjl5g7dkddvsc9hf5y""",6.4296153,0.00060319,bc1qt9al9swgzsdw6kjlncxldgcxgmaae9j4u27hr3f6hhy8hjc5p8ash8zj0n,bc1qy6tzs4xfglu88l0l532cusvn37lykxr3e2ewm3vnmjl5g7dkddvsc9hf5y,standard
b9ea5506911a4f1ca2670f3daaa2c3c0,000000009bb3ffd31d506ab16dd0624257a3ae7db917a7f9edc33e651cebb7bf,610085,2023-06-11T02:58:59Z,"""bc1qgrau3n2f6wvzpn5kf3zj5xygdwcx4agj3w2miw09rcs56xegtlcqkf86t5""","""bc1q9yscq3l2h5l2nslc8axkxvsvazezx49q7zq3uhg3g4v3rc5lypyqdl3sj5""",4.71826796,0.00020374,bc1qgrau3n2f6wvzpn5kf3zj5xygdwcx4agj3w2miw09rcs56xegtlcqkf86t5,bc1q9yscq3l2h5l2nslc8axkxvsvazezx49q7zq3uhg3g4v3rc5lypyqdl3sj5,standard
04b2fada695946e3808af388868dbd5f,000000000006bb04739ae03e8cb0ab0de0e973556d232a4590dff7e4f583710b,610254,2020-06-03T21:58:34Z,"""17VZNX1SN5NtKa8UQFxwQbFeFc3iqRYhem""","""bc1qwqdg6squsna38e46795at95yu9atm8azzmyvckulcc7kytlcckxswvvzej""",0.6838102,0.00026003,17VZNX1SN5NtKa8UQFxwQbFeFc3iqRYhem,bc1qwqdg6squsna38e46795at95yu9atm8azzmyvckulcc7kytlcckxswvvzej,standard
b4ec5b22d75d4f28b0c525d90078d305,0000000000000000027c4cb8cc5144361d0311fd5c8ae585931084c1f4ba2889,614354,2020-08-13T00:07:25Z,"""bc1qxy2kgdygjrsqtzq2n0yrf2493p83kkfjhx0wlh""","""18K6LJ9wFKSkYDA3dspT3A9N7uRsGTM7W2""",5.0,0.00045844,bc1qxy2kgdygjrsqtzq2n0yrf2493p83kkfjhx0wlh,18K6LJ9wFKSkYDA3dspT3A9N7uRsGTM7W2,structured_layering
e4b04335c11245fe89749180379b4717,00000000000000024fcc5673e65d2db9bde4ad5696437f40971bac290e0c9280,612841,2022-06-29T19:12:43Z,"""bc1qar0srrr7xfkvy5l643lydnw9re59gtzzwf5mdq""","""1BvBMSEYstWetqTFn5Au4m4GFg7xJaNVN2""",9.56903107,0.00082477,bc1qar0srrr7xfkvy5l643lydnw9re59gtzzwf5mdq,1BvBMSEYstWetqTFn5Au4m4GFg7xJaNVN2,standard
f90283f11fd34759ba8d399d5899089e,0000000000000000b5d77599efe47b381c7655a533e25251ee720bb41e526218,612555,2023-12-20T05:46:09Z,"""bc1qxy2kgdygjrsqtzq2n0yrf2493p83kkfjhx0wlh""","""38WJeuKbYjGP5GUZueG9GPT3qPRjFrPGAQ""",6.72131495,0.00046645,bc1qxy2kgdygjrsqtzq2n0yrf2493p83kkfjhx0wlh,38WJeuKbYjGP5GUZueG9GPT3qPRjFrPGAQ,standard
48777be6b6ac4ae587a2bea0c72b1c43,00000000000000000b3e9e139c8dc86fb94bb8c0f84e1408f595a0eb91917315,613625,2021-04-11T10:59:03Z,"""1PMycacnJaSqwwJqjawXBErnLsZ7RkXUAs""","""bc1q5l8nmlvdjqju3s34nmx8hpgzss7u8t9rsusnxk4v03xx5jf5j6esyzphtj""",7.82041809,0.00084171,1PMycacnJaSqwwJqjawXBErnLsZ7RkXUAs,bc1q5l8nmlvdjqju3s34nmx8hpgzss7u8t9rsusnxk4v03xx5jf5j6esyzphtj,standard
092894e1febb40b1a1932ba4a9a46030,0000000000000ec31c859c803627f497c69aae6104a96901c139850589e7accb,611861,2023-11-15T12:19:13Z,"""bc1q9d4ywgfnd8h43da5tpcxcn6ajv590cg6d3tg6axemvljvt2k76zs50tv4q""","""3AnPbVsriqvk9D8RvTBSYiJANn6yDLx5K7""",4.70007647,0.0006852,bc1q9d4ywgfnd8h43da5tpcxcn6ajv590cg6d3tg6axemvljvt2k76zs50tv4q,3AnPbVsriqvk9D8RvTBSYiJANn6yDLx5K7,standard
60924028428645ca9cf7a448e02f1532,000000000000301ea747541c82f11525dc836a6fd0b3acd60c5030f9d7a0bbc4,611886,2023-01-20T11:38:12Z,"""bc1q9yscq3l2h5l2nslc8axkxvsvazezx49q7zq3uhg3g4v3rc5lypyqdl3sj5""","""3FZbgi29cpjq2GjdwV8eyHuJJnkLtktZc5""",5.40728789,0.00041617,bc1q9yscq3l2h5l2nslc8axkxvsvazezx49q7zq3uhg3g4v3rc5lypyqdl3sj5,3FZbgi29cpjq2GjdwV8eyHuJJnkLtktZc5,standard
496ef1e8a6c847baadc53e35045acfe6,0000000000000000053d1a44397be0ac3f571f9b23c5b357d37b60cd3e268171,614216,2021-01-08T17:17:00Z,"""bc1qgl7h3v4kgenvr3mcx50tse3tpds8njtsjncvvk""","""bc1qy6tzs4xfglu88l0l532cusvn37lykxr3e2ewm3vnmjl5g7dkddvsc9hf5y""",5.0,0.00048749,bc1qgl7h3v4kgenvr3mcx50tse3tpds8njtsjncvvk,bc1qy6tzs4xfglu88l0l532cusvn37lykxr3e2ewm3vnmjl5g7dkddvsc9hf5y,structured_layering
59387d10eada43f6bf374a5433eb4dfe,0000000000000004cb6d3a5866f4a8010d4623c2065088918de09cae8baee2da,610681,2020-09-21T23:03:02Z,"""bc1qt9al9swgzsdw6kjlncxldgcxgmaae9j4u27hr3f6hhy8hjc5p8ash8zj0n""","""3EktnHQD7RiAE6uzMj2ZifT9YgRrkSgzQX""",9.89929343,0.00081211,bc1qt9al9swgzsdw6kjlncxldgcxgmaae9j4u27hr3f6hhy8hjc5p8ash8zj0n,3EktnHQD7RiAE6uzMj2ZifT9YgRrkSgzQX,standard
bef4d4bf6f7f4a288fddd055a01bc824,00000000000000006196529e064d0aa1760365fb2c76142f50e9aaf517e0bdbb,614987,2021-01-31T17:13:16Z,"""bc1q9d4ywgfnd8h43da5tpcxcn6ajv590cg6d3tg6axemvljvt2k76zs50tv4q""","""1PMycacnJaSqwwJqjawXBErnLsZ7RkXUAs""",0.02546281,4.54e-05,bc1q9d4ywgfnd8h43da5tpcxcn6ajv590cg6d3tg6axemvljvt2k76zs50tv4q,1PMycacnJaSqwwJqjawXBErnLsZ7RkXUAs,smurfing
2704375d4deb448795a81682d9ff151d,000000000000c5955b3b0512b51a46283416323594b892b7a145201907748462,610969,2022-05-07T18:42:58Z,"""1BvBMSEYstWetqTFn5Au4m4GFg7xJaNVN2""","""bc1q9d4ywgfnd8h43da5tpcxcn6ajv590cg6d3tg6axemvljvt2k76zs50tv4q""",4.39336253,0.00093149,1BvBMSEYstWetqTFn5Au4m4GFg7xJaNVN2,bc1q9d4ywgfnd8h43da5tpcxcn6ajv590cg6d3tg6axemvljvt2k76zs50tv4q,standard
9e35c1a12e05498fa29a5137267cf4ae,0000000000000000b8e08108f9e06e1e40e078b96f394d14d0daadbb283a6da2,612916,2020-04-18T05:49:59Z,"""bc1q6rq97hvn08r5v77c9tt58xl8qtpntd60chwq5lz75rhqyr55y4esypf3wd""","""bc1qgrau3n2f6wvzpn5kf3zj5xygdwcx4agj3w2miw09rcs56xegtlcqkf86t5""",8.79842866,0.00066519,bc1q6rq97hvn08r5v77c9tt58xl8qtpntd60chwq5lz75rhqyr55y4esypf3wd,bc1qgrau3n2f6wvzpn5kf3zj5xygdwcx4agj3w2miw09rcs56xegtlcqkf86t5,standard
b435a4413492407a8bbb822ebe2020c7,0000000000000000007d4bb77423a098efc0b5c9e29644e5c5ccf24f43fe1a45,612898,2023-08-14T03:36:35Z,"""bc1q7h0y6cxs3rvy2ktlzpj3pq4jzhvaqxeg3kduvuyrx74fj4rq58jsz3pwpt""","""3AnPbVsriqvk9D8RvTBSYiJANn6yDLx5K7""",5.87644054,1.946e-05,bc1q7h0y6cxs3rvy2ktlzpj3pq4jzhvaqxeg3kduvuyrx74fj4rq58jsz3pwpt,3AnPbVsriqvk9D8RvTBSYiJANn6yDLx5K7,standard
1e71dc5600f342cb80d3809e3b35eeee,00000000000fd135150fd92a815023211dc5448c637c781b19fd96abc807421e,613394,2021-09-17T17:15:39Z,"""bc1q5l8nmlvdjqju3s34nmx8hpgzss7u8t9rsusnxk4v03xx5jf5j6esyzphtj""","""bc1qgrd8xq54k68ac3cvefdz3vukg3g5spef2rf4hx""",6.70867787,0.00067742,bc1q5l8nmlvdjqju3s34nmx8hpgzss7u8t9rsusnxk4v03xx5jf5j6esyzphtj,bc1qgrd8xq54k68ac3cvefdz3vukg3g5spef2rf4hx,standard
32d8922064884725abdf37f0c44b8052,000000000000000020a5f1b5fd1d437b69f365014b1b420517fbcd5b3c11c81d,614338,2023-07-04T03:39:20Z,"""bc1qt9al9swgzsdw6kjlncxldgcxgmaae9j4u27hr3f6hhy8hjc5p8ash8zj0n""","""bc1qw508d6qejxtdg4y5r3zarvary0c5xw7kv8f3t4""",2.5,0.00037587,bc1qt9al9swgzsdw6kjlncxldgcxgmaae9j4u27hr3f6hhy8hjc5p8ash8zj0n,bc1qw508d6qejxtdg4y5r3zarvary0c5xw7kv8f3t4,structured_layering
d3dea9086dde48578b193577bb1037c9,0000000000000000007dc15667c8c940fe0e49f6d6a9251904d50dc05c1f7593,614832,2022-09-08T11:22:49Z,"""bc1qgdjqv0av3q56jvd82tkdjpy7gdp9ut8tlqmgrpmv24sq90ecnvqqjwvw97,38WJeuKbYjGP5GUZueG9GPT3qPRjFrPGAQ,bc1qgl7h3v4kgenvr3mcx50tse3tpds8njtsjncvvk,1JCe8z4jJVNXSjohjM4i9Hh813dLCNx2Sy,3BMEXqGpG4FxBA1KWhRFufXfSTRgzfDBhJ,bc1q6rq97hvn08r5v77c9tt58xl8qtpntd60chwq5lz75rhqyr55y4esypf3wd,bc1qgrau3n2f6wvzpn5kf3zj5xygdwcx4agj3w2miw09rcs56xegtlcqkf86t5,17VZNX1SN5NtKa8UQFxwQbFeFc3iqRYhem,bc1q5l8nmlvdjqju3s34nmx8hpgzss7u8t9rsusnxk4v03xx5jf5j6esyzphtj,bc1qgrd8xq54k68ac3cvefdz3vukg3g5spef2rf4hx,bc1qw508d6qejxtdg4y5r3zarvary0c5xw7kv8f3t4,3KJrsjfg1dD6CrsTeHdHVH3KqMgvUUdEEf,bc1qy6tzs4xfglu88l0l532cusvn37lykxr3e2ewm3vnmjl5g7dkddvsc9hf5y""","""3LCGsSmfr24demGvriN4e3ft8wEcDuHFqh""",1.99307162,0.0008641,multiple_addresses,3LCGsSmfr24demGvriN4e3ft8wEcDuHFqh,smurfing
8db602f64ce2479ea8d618907bcea87b,000000000001f8e1bca4feb1236e7c88a64c602e57fbc9367d7241d006f11408,614564,2020-03-20T11:43:46Z,"""bc1q7v5m3gu7d5nhnkq9qv86j9np92rnk4myn07pzc,bc1qgdjqv0av3q56jvd82tkdjpy7gdp9ut8tlqmgrpmv24sq90ecnvqqjwvw97,bc1q6rq97hvn08r5v77c9tt58xl8qtpntd60chwq5lz75rhqyr55y4esypf3wd,1LfV1tSt3KNyHpFJnAzrqsLFdeD2EvU1MK""","""38WJeuKbYjGP5GUZueG9GPT3qPRjFrPGAQ""",2.95108874,0.00091559,multiple_addresses,38WJeuKbYjGP5GUZueG9GPT3qPRjFrPGAQ,structured_layering
e81d5a62795749fcb001938e777d29eb,00000000000000225624b37f7b6229191a080422aa8e1f5e3275e2924f305a83,615349,2022-08-19T17:59:19Z,"""3FZbgi29cpjq2GjdwV8eyHuJJnkLtktZc5,3BMEXqGpG4FxBA1KWhRFufXfSTRgzfDBhJ,bc1qgrd8xq54k68ac3cvefdz3vukg3g5spef2rf4hx""","""bc1qw508d6qejxtdg4y5r3zarvary0c5xw7kv8f3t4,bc1qgrd8xq54k68ac3cvefdz3vukg3g5spef2rf4hx,1BvBMSEYstWetqTFn5Au4m4GFg7xJaNVN2""",4.81626927,0.00074867,multiple_addresses,multiple_addresses,complex_pattern
ea0d631ac48748e9bc4ec175d86c079f,0000000000000000001a3994a7441b19c596a79dfe65df6611a7942ffc4df18d,613168,2020-07-10T03:44:03Z,"""bc1qgrd8xq54k68ac3cvefdz3vukg3g5spef2rf4hx""","""3D2oetdNuZUqQHPJmcMDDHYoqkyNVsFk9r""",1.87482141,4.556e-05,bc1qgrd8xq54k68ac3cvefdz3vukg3g5spef2rf4hx,3D2oetdNuZUqQHPJmcMDDHYoqkyNVsFk9r,standard
6b47f1458b22438ebc18a7646c853416,000000000000000d863d8020cb8748971e83b3f1bfde4032039e6a99e914bf53,615027,2023-09-24T18:54:56Z,"""1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa""","""14qViLJfdGaP4EeHnDyJbEGQysnCpwk3gd""",0.09562602,5.752e-05,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,14qViLJfdGaP4EeHnDyJbEGQysnCpwk3gd,smurfing
d19fb213b6c14247b65cdd67cb34bea7,000000000afc41c057be3305257e172ad21ad7720017415c91e70804608d44f2,612273,2021-04-17T04:02:31Z,"""bc1qwz46zdqspuzjnn8c9fdd4xdz3hl3pplefcv5rsh36fya8zkzrmuq0v9dvr""","""bc1qwqdg6squsna38e46795at95yu9atm8azzmyvckulcc7kytlcckxswvvzej""",9.29465774,0.00041874,bc1qwz46zdqspuzjnn8c9fdd4xdz3hl3pplefcv5rsh36fya8zkzrmuq0v9dvr,bc1qwqdg6squsna38e46795at95yu9atm8azzmyvckulcc7kytlcckxswvvzej,standard
10c0657fa82245d193e40f1bc907212f,00000000000000a16530a9605f80413dc491e69abe02ddea0ba4b081202063f9,614979,2020-03-11T06:06:24Z,"""3PzDUfeWDx92XP6KvoB83XyMzJU9xVLiwA""","""bc1qar0srrr7xfkvy5l643lydnw9re59gtzzwf5mdq""",0.04746495,8.058e-05,3PzDUfeWDx92XP6KvoB83XyMzJU9xVLiwA,bc1qar0srrr7xfkvy5l643lydnw9re59gtzzwf5mdq,smurfing
1802698abe154b08adc9f8a9a6c18442,000000000006b30a882efea480563f6d044c66b77e73e535bad2725838d66ec0,611158,2023-09-30T04:11:38Z,"""3J98t1WpEZ73CNmQviecrnyiWrnqRhWNLy""","""bc1qgrd8xq54k68ac3cvefdz3vukg3g5spef2rf4hx""",2.44279625,0.00055134,3J98t1WpEZ73CNmQviecrnyiWrnqRhWNLy,bc1qgrd8xq54k68ac3cvefdz3vukg3g5spef2rf4hx,standard
d7be30006a3845deb2e43ab48f5cf2cf,000000000000000000d11314170a7d475f400b3901f493deb9b92720d70800c5,613377,2022-11-06T15:48:05Z,"""16ftSEQ4ctQFDtVZiUBusQUjRrGhM3JYwe""","""bc1q7cy3c0328dlvx2zxwxrjwcslmdmjdpkn6nadv2nk0x73vspgdadsk94fjd""",1.88648613,0.00038187,16ftSEQ4ctQFDtVZiUBusQUjRrGhM3JYwe,bc1q7cy3c0328dlvx2zxwxrjwcslmdmjdpkn6nadv2nk0x73vspgdadsk94fjd,standard
4858782921024cfc8650df1a8b2045de,0000000099e7b22ad8e6ebf97a3af52551f497155bd191d7c6b01bb5c190ccf3,613779,2022-09-12T06:22:26Z,"""17VZNX1SN5NtKa8UQFxwQbFeFc3iqRYhem""","""16ftSEQ4ctQFDtVZiUBusQUjRrGhM3JYwe""",1.54115975,0.00049735,17VZNX1SN5NtKa8UQFxwQbFeFc3iqRYhem,16ftSEQ4ctQFDtVZiUBusQUjRrGhM3JYwe,standard
0fb40789948b472096bc698d4465892f,000000000007288efc213568fb4f124e129c0326cafdc06670bd48cf1d9b6244,615245,2022-03-22T23:22:19Z,"""1LfV1tSt3KNyHpFJnAzrqsLFdeD2EvU1MK,3FZbgi29cpjq2GjdwV8eyHuJJnkLtktZc5""","""3FZbgi29cpjq2GjdwV8eyHuJJnkLtktZc5,bc1q9yscq3l2h5l2nslc8axkxvsvazezx49q7zq3uhg3g4v3rc5lypyqdl3sj5""",1.6551933,0.00023081,multiple_addresses,multiple_addresses,complex_pattern
